barcode;amount
30886008628;20
34049968552;16
28957183797;18
90657989463;14
93820576297;6
19431937228;18
98473408500;4
73036429454;16
67780099729;14
50433537571;16
31850047425;8
61698614898;4
17247455802;2
76397940448;2
99803961552;20
48139997022;4
34523855791;10
44139904450;20
53983908039;2
92318660142;10
37596096644;6
15311282623;18
82123716564;10
48641230411;10
92024961042;10
84491974328;14
58954974692;16
32240279745;8
62224207569;10
66443762439;2
63401899360;14
93092343176;18
34950675493;16
22589992947;14
94019033556;4
50224820273;4
54276374645;2
36992496329;2
42140077771;2
77185597303;14
39437827769;8
41737852346;4
67182645863;16
19063684592;6
63983199570;20
46822505805;2
33517626192;16
30358121737;10
71090955380;4
68522763905;4
21802042736;2
41822190741;10
89226086215;18
57520298534;14
41540620740;10
43626939870;4
85858273394;16
34074292632;18
16398510869;18
36212400317;18
94219463520;12
12249201413;12
71412546529;14
30033483575;20
48036117990;10
34053990810;8
67533867068;4
27198912222;4
58974453010;8
59357324108;2
30435784176;10
10319976634;20
47830542257;18
46495558766;10
62453509292;14
31784054838;18
96622197949;4
66218224606;8
53829766071;4
85607915091;10
31801694041;4
24679506867;18
92854845222;4
21624837123;14
93887130056;12
55885454098;6
14638425546;6
60652651467;18
42375905799;18
24597692909;8
15685492348;30
13198907362;10
52171180151;4
77545379741;14
93647147036;12
45041513150;8
43758912573;14
17654362016;16
54978254992;10
18152207665;2
83871149807;6
47476083100;6
48741173513;14
56183885343;8
99099123645;14
13990831340;2
98943767259;14
51910412005;18
71482408298;10
55813270841;8
82440159092;20
90268511706;18
24814569961;20
26569535959;8
75518269709;4
58358049401;6
78209527148;4
84191688980;12
13256640561;20
27316323545;12
27833650262;4
24004437023;20
84084496590;20
11444182109;18
15757741048;10
84812921534;14
31508004277;20
41946722443;2
98865103858;10
80414461129;16
35334244687;2
79501984751;14
98366771319;18
73936320102;4
45680882529;18
76001782222;6
21472563178;14
86305628460;20
92829870597;10
50845470462;16
99272505087;8
77250784631;20
18906629569;4
90153074462;2
88603248511;2
19125875857;16
47788296059;18
42249912741;20
96980965178;8
61939468630;10
23232257366;2
99067136431;8
32861366439;10
57781434887;12
24537547683;14
21763742111;20
15482309116;14
36414675612;4
20540147096;20
84082643073;12
47937197815;2
47020677252;4
47745468363;12
13901613395;8
97370744536;16
18125345322;10
23509417161;12
33674047497;18
34364570784;6
73558185471;6
83980939210;4
64612019841;10
15149167700;16
22353987393;16
59056940354;16
50746595739;10
49682217278;8
16212928557;20
67923560054;14
10711387679;8
34474852943;10
48905100168;2
44076105762;16
18639076730;20
71293693238;14
64658863509;14
76520555740;14
93954754309;16
76736916463;10
46075276773;16
49253040832;2
53724364166;4
79084325476;2
55809490927;12
31632556546;14
95974506685;14
45981752627;8
75026701064;8
12876524902;8
49454522208;20
43036097053;12
24490961055;18
19782098731;14
37220459877;20
35814083386;12
21829691873;12
45860301646;2
